,sentiment,content
5807,sadness,@BiffBarker Ohhhhh how I miss the Brunch
5815,sadness,missin my bro..
5820,sadness,@RetroRewind a buff guy.....unfortunatly alot of people dont know Danny's name either which is sad   Sophie is so sweet
5824,sadness,todays weigh in....  only lost 1/2 pound this week :o depressing
5830,sadness,*sigh* Last day at work. I has an sadifying in my heartparts.
5835,sadness,"@H2_TheMovie That's what I get for writing up my Halloween interview w/ Danielle Harris. Darn, I was too late for the contest!"
5847,sadness,Just drove by fisher and I feel so sad
5848,sadness,if you hit a car .. u should leave a note http://bit.ly/P274B  but yea put whatever u want on the note
5868,sadness,@JJaneBB I didn't include that in my getaway music.  I fail.
5877,sadness,@birthdaytwin that's depressing
5885,sadness,YawNnnnn _slight headache n hangover grrr
5887,sadness,wowowee willie of fortune is just making me depressed  damn love.
5888,sadness,about to hit the sheets.
5892,sadness,so i got to my exam centre n they said we can't let u becuz of your sleeveless top! U cud BELIEVE that!? i had to go home
5899,sadness,Honza takes his flight back to the Czech Republic in the morning  I'm really going to miss him.
5933,sadness,I hate it when I am in pain
5938,sadness,so wanted to go to the Basshunter concert tonight.  so so so wanted to.
5939,sadness,Smart cars are the most worthless cars ever made. &amp; it makes me sad how many of them I see anymore.
5949,sadness,@webaggression I can only promise about 150 or so.
5951,sadness,I missed @tapulous giving away a TTC code
5961,sadness,@bowwow614 I would but I'm afraid I got two left feet
5962,sadness,"@ClaireSale Poor Beta, I took him to Seattle, riding on my lap on the plane. He was happy here until our week long outage-cold did him in"
5964,sadness,Is sad there was no Otalia today
5976,sadness,I want to cry at the thought of the NBA season being almost over  NEXT YEAR MIAMI!!!!!!!!!!!!
5978,sadness,Weekend is getting close. Too bad I'll be stuck up north  Hopefully I'll be able to get out next weekend for some real life fun.
5979,sadness,@faulko1 i'm watchign the garden from the window...far too hot for me
5982,sadness,@jeannethinks I would love to see the sun again.  It has been raining here for 3 days now.
5987,sadness,"@morgret Probably not, kinda expensive and we have to work. Most people have off weekends, we work."
5993,sadness,No launch today. Teacher changed plans and we watched a stupid move about tesla
6011,sadness,i reaaally need you
6015,sadness,"@KINGmoney yep and its freezing, i hate winter  im literally wearing blackets"
6018,sadness,@ncremins thats not really fair. I mean you just up and leave like that and you dont even give us a party  So when you coming back or  ...
6031,sadness,@billiemcfly she said no not to nite  x
6033,sadness,@wendica I checked.  We didn't win
6039,sadness,@LadyDutchess awww  i mish u too ladie whats been good?
6043,sadness,"@sky14kemea Yea, us 3 and Max @jenrolton Poor Trivun"
6044,sadness,now the pic wont load up on twitter
6082,sadness,Missing @smartbrain from BKK na.
6090,sadness,"@Stormb441 not in this part of Surrey either, feeling quite a bit nippy I must say. Afternoon to you"
6107,sadness,"Heathrow Connect is ï¿½7.40,i thought it was a bargain (express is 15),but then it terminated at Hayes/Harlington and i had to take a bus"
6111,sadness,likewise @Buttahbrown you better ask about me ;)  I don't appreciate you neglecting the sir fresh.
6112,sadness,Missing Everyone
6120,sadness,Gonna miss Thick As Blood next Friday
6121,sadness,fell asleep waiting for my ride!
6126,sadness,surgery effin hurts
6130,sadness,@petewentz im so jealous. i want an octo drive
6141,sadness,Done with geology!! But I'm really missing my favorite sisters! Especially because they can't go to banquet tonight
6151,sadness,@sirhova its been clownin since it got flooded in htown in april. Got it repaired or so I thought.
6185,sadness,@birdsall Sorry about that. I got behind on followers and am still catching up.  I follow folks that @ me (including you
6210,sadness,"@HuMBush just nothing perfect in life, darn it!"
6227,sadness,@tbake CRAP. I always forget you are on here
6257,sadness,Dane Cook is at the sports arena tonight. Wish I had tickets
6259,sadness,Suddenly I remember all the memories with him  ohhh please
6265,sadness,@arundo_donax ISN'T PUPPY FREAKING ADORABLE!? I didn't want to let her go. FUZZYPUPPY.
6268,sadness,Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard
6275,sadness,It's 4 am and I'm hungry
6282,sadness,I am so hungry! And there is no food for me to steal
6287,sadness,I lost a follower  oh well probably one of those mute ones anyway.
6302,sadness,Fuuudge. Movie store is closed
6304,sadness,I guess you're not talking about Orlando Magic @whoiskenan! There was nothing magical about it
6313,sadness,Last night I had 1/2 a bottle of wine in my house and 2 cocktails. Came home sober but still gonna be sick
6315,sadness,@Doonytime I have no Minstrels   I might have to grab some from the petrol station before I head back to work.  They are delicious!
6326,sadness,just got home.. downtown was dead.. plus im kinda under the weather and i gotta get up for work tomorrow
6329,sadness,"I'm very upset right now, like I can't even formulate a complete thought...."
6334,sadness,friday night is my fav night of the week but now I have to go to stupid dog training classes
6339,sadness,Gonna miss my gurl while shes on her honeymoon
6340,sadness,"@yelainez  oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don't blame me"
6343,sadness,"Felt like crap, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick."
6357,sadness,@ArtyTheCat oh noes I missed you again.
6359,sadness,Not in a good mood.  My mama's away with my sis so can't talk to either of them and my boy can't see me this weekend as planned.
6381,sadness,@SOREALCRU its Gloomy in LA no sun  but its nice
6385,sadness,have a splitting headache!
6388,sadness,@risquethaianna i cant go swimmin any more
6392,sadness,Head ache  Tom's call time is really early because the shows will start at 2:30PM. Recovered like 150+ photos already... 700 more to go!
6397,sadness,"@mmitchelldaviss mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full"
6398,sadness,G'night world. Vacations have to end some day.
6404,sadness,"@unmarketing Fun idea. But, if we saw how clothing would really look on the slouchy, would we buy? Think not.   People R buying the dream."
6405,sadness,@RedMummy And it's such glorious weather too - poor you
6406,sadness,I fell! I think my knee is broken  but I look fabulous
6409,sadness,Just lost respect to someone.
6417,sadness,@DaneFiori The thought of splitting the estate is depressing of course! (KIDDING!) I don't like the thought of my parents dying
6420,sadness,HA! I'd give Kristen plenty of free hugs! *sigh* if only I could
6434,sadness,i hate songs and surveys  they always seem to make me cry.
6451,sadness,@NA617_NKOTB LOL you r not a loser u drove 8 hours in a day.. U need rest  of was it 2 days? I'm still tired lol
6455,sadness,"@x_crazyangel Gah   But Gregg should have got the hot and talented vote, dammit!"
6476,sadness,I got into a fight with the pavement. I think it won  poor little knee
6477,sadness,Sometimes I have a pillow and sometimes I don't
6489,sadness,It's gonna suck being the only sober one tonight
6491,sadness,@eraticschematic I'm pretty bored with it too
6511,sadness,A little 3 mile run done!  22.5 minutes...  I'm exhausted!  Not impressed with the HRM...
6513,sadness,Shoot. Only 12 miles
6518,sadness,i wish my drems could come true
6532,sadness,"@maternitytees Aww  Onward and upwards now, yay! Still sad to leave I bet."
6534,sadness,@ottosdaughter sorry to hear that
6535,sadness,@xxsteebiexx lol i know i wld like to get a reply from seann william scott but he dont reply  and hes one of my favourite actors
6541,sadness,has to do two 50 page assignments this weekend  there goes any chance of relaxation!!
6549,sadness,i want my face to be a somatic drawing of david lanham  or i want a leopard theme his somatic theme..  im so sad..im such a big fan..
6557,sadness,"i get so sucked in to true life, and that steve-o documentary was intense, i love that shit, it's nice to see people get their lives back"
6558,sadness,"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP"
6567,sadness,Town. Uncle and Gabriel are coming in. I miss Gabe  Tempted to ask if I can go back to Baton Rouge with and stay with other side of fam...
6574,sadness,@katieeeian143 you're missing the devil wears prada!!!!! sad...
6589,sadness,"@prepchik07 p.s.: UV rays are just as strong with clouds as with regular sun, sometimes stronger. just FYI."
6611,sadness,GAWD!. If only that dream actually happened last night....
6614,sadness,@amychiu fuck was that the blink/weezer one? I totally forgot.
6617,sadness,@vonstroke Heidi just finished her set at Stiff Kitten with Aundy
6619,sadness,can't sleep throat dry as hell.. ugh ! still gon' wake up fabulous !
6631,sadness,@KIMP19 I know...  it's already been two weeks!
6641,sadness,headache
6652,sadness,@suzi_meow YEAH U Better BE !!
6653,sadness,@Kat_KittyKat  so now im bored..untill i go out
6664,sadness,Sitting outside in the cold by the ocean with a glass of wine.
6671,sadness,says our power went out...which RARELY ever happens...and i hadn't saved my sims game in a while.  http://plurk.com/p/x334f
6698,sadness,"@Yassak you hate her, I love her.  presentation got cancelled. I got up at 0600 and went in to work today for this pitch !"
6704,sadness,I'm bummed that the @retrorewind contest is only for the 48 states   What about Hawaii??
6710,sadness,aaaaaw i want to live in the USA
6718,sadness,@jessicaca yeah i know  been dealin with it for over 2 yrs now
6745,sadness,enjoying the great sunshine.. from indoors.. I don't feel good today
6757,sadness,i dont wanna miss the laker game tonight! i'm so sad
6777,sadness,@glennbeck My husband is loosing his GOVERMENT job due to downsizing-he is looking for a new job but can't find one in our small town
6780,sadness,@Tizzik Yeah ill make sure i keep you updated.. i get it all delivered
6785,sadness,@bowwow614 Hey! Is it going to be viewable in the UK this time?  It broke my heart when I couldn't play the last one  haha.
6786,sadness,"http://bit.ly/253ce  :: I got bit in the face by a doberman when I was four years old, I just wanted a kiss   My neighbor had about 13 ..."
6795,sadness,is feeling the effects of spring. My sinuses are killing me
6803,sadness,"@ederyn Just bad day. T_____T Gyah. No car, baby-client is teething and miserable, I forgot to pack a lunch, and I has to get a new car."
6830,sadness,Poor little MBA is on fire again
6835,sadness,"Oh, and I'm obviously back on my stupid sleep schedule. Luckily church isn't until 2 tomorrow."
6843,sadness,So bored..need friends
6861,sadness,@Sweet_Charlotte We should! There will be another thrown I'm sure but this one will be with my American family
6886,sadness,"@chezery and Im just going into work... if we were married, we wud never see each other"
6895,sadness,"Damn, 4got to turn off my alarm so I woke up at 5:45am"
6899,sadness,I'm boredddd. The day has gone quick  I don't like it!
6905,sadness,@BarbSchaefer yearling in pet home died... very sad for their whole family
6912,sadness,I never thought falling in love can cause so much pain...  good thing that I'm so over that phase!
6924,sadness,Im not friends with anyone anymore
6940,sadness,Traffic jams are rubbish. Anyone know what's going on on the A48 between Cowbridge and Cardiff? We're stuck both directions
6947,sadness,"just got back from..ahem, meal#4...was boring but had to eat nonetheless"
6951,sadness,@danger_skies miss you too :'( it is!i never want to come home.....seriously
6966,sadness,"@BIOSShadow I'm not going, sadly.  Maybe next year, eh?"
6971,sadness,@dcal44 Been meaning to email you for months. Your pre-reunion party must be coming up soon. Really wish I could be there. &gt;140 char soon
6972,sadness,@Maxicatimus Miles from you   I'm in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers.
6978,sadness,skype call with billie but my webcam dont work
6996,sadness,@empirebetty Well I can tell you I didn't marry my like. Maybe that's why I'm stuck in situations like I am now
7006,sadness,My poor poor mouth
7012,sadness,"michael scofiled Noooooo !!  I hate the writer, director n production"
7017,sadness,I wanna go shopping!! I don't get paid till next week!!
7019,sadness,@pairadocsdesign and Radio X 96.1 is going all sports next month. Radio is dead.  #grandrapids
7027,sadness,@miss_k_renee On a Saturday? Not so cool friend. Same job  Different position! Let me know when your in town again!!! Miss U
7034,sadness,@aquadj James and I battle over everything too! It's kind of a love-hate relationship
7036,sadness,I hve a blister on my pinky nd it hurts soooo much!
7045,sadness,Watching the Killers on JR. They are awesome. Too late though. They just cut the programme mid song. Twas my favourite too.
7063,sadness,is going to her last full day of school. life is good.
7075,sadness,is loving the half day! If only it wasn't raining.  Soccer Practice tonightt.
7079,sadness,@ the drs. in beverly hills...doctor's scare crap out of me
7088,sadness,I fought Jered to the death to avoid a wet willy.. but he got me anyway.  Q is coming over.. bike ride?
7090,sadness,"@themakelounge -- No fair, I want a sticker but I just moved away from London"
7110,sadness,"Hard to start the week after a long fun sunny weekend of tennis, free food and drink, and very nice people. 5 days to go until next round"
7111,sadness,"Back to LA from Las Vagas, Nice Trip , Nice Food ....but lose $100 with Slot Machine..."
7112,sadness,Deathstar destroys Starship Enterprice http://bit.ly/2agcTh Can't get enough of this video  #starwars #startrek
7113,sadness,Someone stole my new laptop at the airport. haven't even used it. Guess the US economy is breeding a new set of &quot;opportinists&quot;
7120,sadness,is still sick  sigh
7122,sadness,@jmorgan0909 and I'm not getting another one ... There's only 1 alfie
7143,sadness,"Going to an engagement party tommorrow night - it should be mine, but its NOT!  Stepping off the soapbox."
7146,sadness,I'm at work....bored out of my mind.
7148,sadness,home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it
7158,sadness,wishes people wouldn't be so stubborn sometimes.
7163,sadness,@kjNYC it's depressing
7166,sadness,I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu
7172,sadness,@morrgaan oh no  this week is just a bad one for everyone. i love you &amp; your pretty face &amp; youre going to do fantastic in concert tonight
7173,sadness,at home sick
7174,sadness,"@SuzyDunkley sorry bout the cat,"
7175,sadness,@mizzlalabaybii @KEWSBOOGIE im just so lonely right now. maybe SADE GOT ME FEELING LIKE THIS
7182,sadness,@CSURyan I am surprised you haven't fired @StuckeyCSU for announcing the whole world of they body they'd found &quot;Selfish&quot;
7183,sadness,Young love comes to an end
7192,sadness,"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD."
7193,sadness,@jennabeaniscool won't need my hugs anymore
7196,sadness,@DavidArchie want to hear something funny? I'm yours is on the radio right now!
7222,sadness,following @twittbitch 'cause @gerhemi ordered it
7227,sadness,"@SmellTheCheese I know, that is so sad.  I"
7232,sadness,@ChelseaPiersNYC tiny.cc doesn't seem to load for me  I was thinking on going to the batting cages but apparently you gotta book in adv
7237,sadness,"3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too"
7246,sadness,"ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking"
7262,sadness,Im so done defending him. Im going to bed and im gonna give my mom a happy mothers day.  at least ill try.
7265,sadness,at last i wr0te again....got bored the previous dayss....
7285,sadness,i'm hungry but can't eat anything right now because my tongue hurts so bad.
7293,sadness,says misses my cousins so badly!!!  http://plurk.com/p/x2bha
7295,sadness,http://twitpic.com/66vld - i don't like this bangs! I want my hair back!
7320,sadness,@DHughesy ME! oh wait wrong state
7349,sadness,@flutters_bye no you didn't send pics. I was supposed to go with but shit got all fucked up.
7361,sadness,ughhh have a tummy ache
7370,sadness,Does not want to go to school. Oh well. I get out early anyways.
7375,sadness,@hummingbird604 yeah it can be tough some times..
7377,sadness,@FRANK_URQUIDEZ I MISS U
7399,sadness,I don't want her to leave..
7400,sadness,Not happy
7411,sadness,now its raining in PHL and more delays in the flight schedule - bummed that I will be missing Jay Leno's last tonight's show today...
7438,sadness,sick  and HAPPY 13th Amanda
7443,sadness,i wanna go out
7455,sadness,@morethanfine I wish we could make a quick trip to LA in July  I miss LA
7457,sadness,will be lonely for 4 days because @trizia will be in baguio.   http://plurk.com/p/x2apl
7463,sadness,I wish my grandmother had taken me to the US with her
7467,sadness,"@aaronob My music teacher either expired or forgot about my lesson, leaving me outside waiting for my ride to pick me up for 1 hour."
7476,sadness,@wyatthaplo I can haz beer too? Oh wait... I'm a work...
7489,sadness,@acmaurer No wonder I didn't get into Urbana
7503,sadness,My phone passed away yesterday.. He jumped off the table  Searching for a new phone...
7505,sadness,"@orangeflowers  I've run out of earl grey, so having lemon tea instead, then whb for me too"
7508,sadness,thanks gourmetcook! But cold shower wouldn't help.
7518,sadness,"@dangercharlie you're welcome char, glad you liked the cake, it's pretty simple you should give it a try"
7526,sadness,"The internet is just being a big fail for me today-- not only is Twitter its usual semi-flaky self, but Facebook and VRBO.com, too  Boo!"
7531,sadness,@gfalcone601 Britain's Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time! xx
7547,sadness,First time I'm going home early  sucks to b single no one to call
7566,sadness,Paid all my bills only to go out to the mailbox to find more of them
7568,sadness,fuming over ebay purchase gone bad. outta $45 and have nothing to show for it  %$&amp;!
7573,sadness,@FlyAArmy @aduvall818 @FlyingPhotog @FoxWhisperer - brief interruption- brb. goodnight if i don't catch u again later. gotta ck something
7582,sadness,i feel super sick
7589,sadness,Ready to go into work now.  cannot be bothered.
7609,sadness,chick fil a for dinner. Hopefully I feel better. My head and eyes are killing me
7612,sadness,Got out of work late. Lame! Busy day.
7618,sadness,@joshjnap I'm honestly incredibly upset we couldn't make it. Devestated even. We would have lost a whole travel day and it just sucks
7619,sadness,@Flickie I'm dead bored. but also dead poor! Student life is a piss take!
7644,sadness,it was actually so hot today ..the sun has got his hat on . every one has got a tan except me
7648,sadness,Hate being sick  especially when there's no one to pamper me
7649,sadness,@samsamsammm i miss you!!  stupid work!
7656,sadness,"Sh t, I'm getting even more sad. I'm currently at the library and j think it'll be the last one tooooo"
7674,sadness,"@yelyahwilliams alright. i REALLY wish you guys could've done a show in tennessee  because now, i can't go to one of your shows :'("
7675,sadness,@Velf79 Missed you last night hon
7684,sadness,http://twitpic.com/663vr - Wanted to visit the animals but we were too late
7690,sadness,"just watched devil wears prada, and i want to live in new york city more than ever. why must i be so poor"
7709,sadness,@gailmoscoso oo noo thats not good
7730,sadness,@blkademic I'm sorry to hear that! sometimes family sucks
7733,sadness,i'm causing trouble with my partner in crime.
7743,sadness,facebook is being a bitch
7751,sadness,What the fuck!? It's only 20:35!!? Oh my GOD! My internal clock really IS fucked up. Nooooo.
7771,sadness,"... need retail therapy, bad. AHHH.....gimme money geebus"
7772,sadness,My back is killing me. Stupid softball
7782,sadness,its friday &amp; every1 has plans but me..my mom is laser tagging w/ friends(haha)My brother is out..my sister and dad r working me-bf=alone
7793,sadness,i didnt get a hug today
7795,sadness,"Saying goodbye to a good trusted friend today. Goodbye free Sky TV, you were the best friend anyone could have had."
7801,sadness,I need hugs from Joe Jonas
7810,sadness,Could do with some messages to cheer me up  !!!!! @RobynLouise1993 @leahstakes @MissKeriBaby @jewlear @Celenko @sarahbeeny @Beverleyknight
7813,sadness,Need to sleep but can't
7819,sadness,Comin back from the mall didnt get anything cause i have no money and stuff  but tuesday is pay day ilu ~Joshy~
7820,sadness,MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO
7829,sadness,Waaaaaaaa they kicked us out of the bank. Getting it until monday  OMG Chilito
7846,sadness,Soooo bummed I'm missing the blockparty again! Haven't been able to get the app to listen on my iPhone!!
7859,sadness,"@1045CHUMFM Oh ok,Thanks.Dont know where the courthouse id either,I'll learn though.Any nkotb? Twitter stole my pic again  it hates me"
7864,sadness,"bout to watch notorious cause that's how i'm feelin now. wish i could eat something, but i can't.  surgery tomorrow. no food til saturday"
7881,sadness,"just watched BGT on catch up, aw i felt so sorry for holly"
7882,sadness,my head is bruised really bad :|
7883,sadness,oowww...why do wisdom teeth hurt so much
7887,sadness,@gaspsiagore &quot;stunningly beautiful&quot; and &quot;new piece&quot; don't usually go together. Wish I could go
7890,sadness,"@CCNKAddict I know... it just falls right at 1pm my time, like right in the middle of the day"
7892,sadness,Listening to: Sweet Talk 101 - Cute Is What We Aim For /// Considering taking up the GameBoy Color again. I miss chiptune.
7908,sadness,@ClintonSparks I told u I tried but 88 said it was 2 late  cause the girl I was with took 4ever 2 get ready. they wanted to meet up by 11.
3,surprise,Bah I don't think @bing's FB fan page will get to 7500
15,surprise,@Alexxstar wow thot we'd lost ya lol lol
59,surprise,@scottfaithfull You're not singing in the rain?
78,surprise,Today officialy fucking sucks. My mom is the biggest bitch ever. Text me
79,surprise,Mashup Monday! In honour of the swine flu hysteria  ? http://blip.fm/~5jnv2
103,surprise,Mount dishes have been conquered. Dish land is ours
122,surprise,"I am in a middle of a industrial estate in pirate ffancy dress,ready to do a 7 mile walk"
129,surprise,@pammiebegood Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
190,surprise,@CarterRonson It's going at 11 am here.. I'm overseas  y u up so early tho
194,surprise,"@Rilgon ahh seen a few of those drop, but I just tossed them thinking it was a once only turn in"
202,surprise,@kingstonpaul Damn! I wish I were going! Found out too late to get wranglers for my kids and @bobalert.  I miss #mountainjam every year!
242,surprise,wow i have no friends on twitter
276,surprise,So wish the Carlton game was on live  stupid channel 7 lol.
304,surprise,"One load of washing put away, and another load on. Amazing how the house doesn't look any better for all my efforts"
309,surprise,I dnt get to go play lasertag w/ my besties!     *old me's dead and gone*
320,surprise,"@daisydelfina my location thing? Through ubertwitter...it has an option to include locations! Jon uses uber, but he has it off  lol"
348,surprise,Up early. Knee throbbing. Maker Faire 99% out now. Possibly Califur too. Same torn ligament as before I think. No insurance tho.
398,surprise,endless streams of tea~~~~... it's a holiday day here... how do I know? it's raining
400,surprise,"@nucLEAH oh yeah, that's right! thanks for reminding me"
433,surprise,now there's a fly in my room
453,surprise,i hope that everyone has been having a great week.  let me know if you think im crazy for hating coffee XD.
461,surprise,@contentwhore Okay. I'm all out of ideas
471,surprise,Oh great Tampa people - anybody in the area know someone who works for the Jain Society of Tampa Bay? None of their phone #'s work.
476,surprise,"@slinqui - Aw, well I'm glad to hear you're okay. Try a hot bath or a cup of tea maybe to calm you down. I worry about you!"
488,surprise,"Not at prom. Ha! Chinese, iced chai, and some old school pokemon. Good night"
497,surprise,I'm going to bed ....it's weird the 1st time in a long time.. He didn't call and say goodnight  ... Ima lil curious
512,surprise,@PETAEurope OMG!! that is tragic!
524,surprise,I cant use my blackberry today. This sucks.
539,surprise,it's Mothers Day today
542,surprise,@lipstickmasala What?! He chose one of them? Nooo... Betty was supposed to get him in the end.
554,surprise,@leona_y time really flies my frd..how's you love-hunting mission going? abt time to bring the sexy &quot;yu yung&quot; jacket out
577,surprise,I can't believe how fast this week has gone by
585,surprise,"Wait - No Wind in Hair - that would be I-L-L-E-G-A-L!!  I would Never break the law!! No, never."
589,surprise,GOODNiGHT...HAPPY MOTHERS DAY TO ALL THE MAMi'S ON TWiTTER
602,surprise,@jlneveloff CONGRATS on graduating college!
613,surprise,@tinchystryder I'm going big weekend  cant wait to see u! x
649,surprise,oh dear! gareths b-day 2moro all my girlfriends are abroad  lucky niamh is coming home 2moro poor gareth has 2 listen 2 me talk all day
661,surprise,thinks revising in the garden from 8 this morning without sunscreen isnt the best idea ive had  oucccccccch
673,surprise,Aww the little girl on Britain's Got Talent!  I actually love Ant n Dec!  Oh an' Simon Cowell. ;)
681,surprise,nice turn of phrase from @samsoir &quot;Wakey wakey eggs and bakey! Time for coffee and the back to code!&quot; have fun at  #openhacklondon today
698,surprise,"@BRIAN_____ re:firmware. Heh, just a coincidence. I didn't do anything. Maybe the SW guys heard you?"
707,surprise,@MissVerna http://twitpic.com/4visl - WOW this looks incredible! wicked job on the butterflies! they're fantastic!
717,surprise,@BKMS4life thx for following
767,surprise,@belindashort yeah wtf with that? my noggin doesn't take to either
773,surprise,1 month 3 wks till the big day!   ~CSH
775,surprise,"Twitter seriously, SERIOUSLY dropped the ball here with my RoxieRavenclaw account. I'm so mad and sad about this."
790,surprise,Somehow my alarm became an hour fast and I came to realize it as I was leaving the house.. It feels good having an early start
817,surprise,@FinIsKing thanx 4 thee follow
840,surprise,"@xFrankieMonster haha. lucky, I havent seen it yet  It fucking sucks ."
844,surprise,ouch i have a headache. but i am in a ridiculously good mood
852,surprise,@MikeThomson71 meetings are overrated.
855,surprise,@richdeclue that's what she said?
890,surprise,"@dougstech Isn't he awesome?? There are tons more coming, that was just one of three locations"
915,surprise,@MuddyTheFox aww  but typing from beyond the grave...impressive
916,surprise,Just saw Star Trek with the boo.. Now off to bed! Never again will I go to a Vallejo theater. hAppy mOthErs dAy to all!! I love my mommy
955,surprise,"@nkangel74 wow, Germany, that would be fun! If I could just meet them, just once, I would be good."
975,surprise,Doesn't think @polo65th will be following me....
982,surprise,@KeytaJ yeah...she passed last week.  so sad!
1010,surprise,@jtimberlake Why thank you... Us Mami's are bringin' sexy back...
1028,surprise,@xXJess017Xx thats great babe!! congrats!!
1038,surprise,@andistancu Un mesaj de eroare: ForbiddenYou don't have permission to access /photo/3180758.jpg on this server. Am ghicit?
1060,surprise,@smokinace88 - Last night was the best one so far I think. Except we didn't see him throw his equipment at the car
1107,surprise,please ignore cheesey music
1130,surprise,@TiffanyCastillo muhaha martha &lt;33 have fun see uu next mnth
1149,surprise,"Just got home, no rosie surprise of smiles hugs &amp; kisses waiting for me."
1185,surprise,@epiphanygirl  When are you coming to Indianapolis  !?!?
1237,surprise,@nick_carter ah nick youï¿½ve set the vid to private  do you not want everyone 2 see it or has it been a mistake?
1256,surprise,forgot she had a Twitter account.    Happy Mother's Day!
1275,surprise,@LISAAASTHOUGHTS I have to pre-order it
1294,surprise,everyone has left me
1309,surprise,"@producersinc Yep, I actually do! =D hehe so.. hi Kathy~"
1315,surprise,@bradiewebbstack bit excited are u bradie lol
1337,surprise,"@girlonlaptop haha. not sure what local is to you, but if i was then you'd have to fight me for it!"
1344,surprise,"@gipsy_dreamer Wow, you still haven't gotten them?"
1389,surprise,@tinabby Got that right! And i know when I found out she wasn't coming i cried!  It really sucks but Im still happy she headlining  now!
1403,surprise,@Lord_Kartz I've been studying for a year now  And 5 years in school...
1408,surprise,"@SheonaHG  lol, sunny and 18 yesterday, Igloo melted, attacked by bushes, recovering today.  How's things in Chocolateland?"
1438,surprise,"@cameronfrye Awww, that's amazing though! I've never been to a SoCo or JM concert...but once Zac hanson gave me his drumstick!"
1442,surprise,Josh just called me a big bucket of ugly  wish me luck for my audition tweets!
1450,surprise,Well done doing blood work..its hot out again
1460,surprise,goodness gracious my chair broke
1465,surprise,Eminem's new song &quot;Beautiful&quot; is amazing!. Listen to the MAGIC right NOW!!  http://www.myspace.com/steve005
1538,surprise,oh yea mspacers my boy just hooked up my page  it looks kewl at least i think so and it only took him 5 minutes www.myspace.com/missmickey
1539,surprise,Woke up and there was sun! And then it started to rain
1557,surprise,ucler!!! I got 2 big ones in my mouth
1614,surprise,@mandiengram Ha! Did she find out? The only thing Google came up with was some database acronym and &quot;dibbs&quot; on the front seat aka shotgun
1666,surprise,"@liesforliars what about Midge? She definitely has to be in on that tie for first. She's completely dumb  and yeah, punk'd indeed"
1678,surprise,got a surprising and sad news on a Friday  (clue:effect of global financial crisis) http://plurk.com/p/x2vyi
1693,surprise,"I want to go outside and play in the sunshine, but I have to sit in front of a computer all day   At least I can have lunch on the patio!"
1713,surprise,Strange there is a 99 char limit to tweets on ustream   (GeoGeekTV live &gt; http://ustre.am/2TOa)
1724,surprise,"BTW, for the record, can I just say I have waaay too many clothes.  While packing, found a green boa &amp; a 22&quot; velvet and black corset."
1725,surprise,@iLoveWtcc0228 Thought you might be interested in @TweetPhoto http://tweetphoto.com. See who's viewing your photos!
1740,surprise,"gonna dream about my prince charming tonight, n see if everything goes back to normal. I really hope so   &lt;3"
1750,surprise,@alane01 that couldn't be more true! I like ur momma's style!
1763,surprise,where r all the 5am tweets from @oakleafchurch people...oh that's right...they opened the #houseofrock last night so they're still in bed
1771,surprise,my tummy hurts
1773,surprise,@Fazenastynas no  and i remember that one too! shit was so fun. i got aladdin! - TOO fun omg. now i wanna play
1775,surprise,"$67 for my books, no complaints. 67 more than i had plus i'm on book voucher!"
1802,surprise,@retrorewind OMG at that Almost in our 40's comment!!  Same Bday as Joe here...But I turn 40...OMG....lol
1814,surprise,just reached for her plate to get another bit of toast and realised id eaten it all  not a nice feeling
1838,surprise,I'm so glad my concert is still a week away...I'm getting so sick and I need the time to recover!! My lungs hurt so bad right now
1924,surprise,@ammaryasir awesome RONIN121
1952,surprise,"@JenCarfagno Wow, you were here? Why didn't you tell me? J/k  That's cool though; I have yet to see one..."
1973,surprise,@booandginger Thats good!  Keep it up guys! Would love to come down and visit sonetime
1990,surprise,"my hundreth update  HAPPY MOTHERS DAY. i love you mum! even with all the fuss and fighting, you're still the one and only."
1993,surprise,still eatin lunch.....n readin comments about last nite....da best comment i receive was &quot;You really brought Anne to life!&quot;
2002,surprise,"@yoha_ahoy yeah I really want one too!  Probably in the winter I may be able to get one, but until then."
2010,surprise,@tinchystryder .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!
